Township,Area,State,Tenure,Type,Median_Price,Median_PSF,Transactions
TAMAN DARULAMAN PERDANA,SUNGAI PETANI,KEDAH,FREEHOLD,TERRACE HOUSE,380000.0,186.0,13
TAMAN BUKIT SERDANG SEKSYEN 2,SERI KEMBANGAN,SELANGOR,FREEHOLD,TOWN HOUSE,455000.0,340.0,13
TAMAN SEMENYIH INDAH,SEMENYIH,SELANGOR,FREEHOLD,TERRACE HOUSE,390000.0,290.0,13
TAMAN SRI SENTOSA,KLANG,SELANGOR,FREEHOLD,TERRACE HOUSE,420000.0,346.0,13
TAMAN SRI SENTOSA,KLANG,SELANGOR,FREEHOLD,TOWN HOUSE,420000.0,346.0,13
TAMAN NUSA PERINTIS I,ISKANDAR PUTERI (NUSAJAYA),JOHOR,FREEHOLD,BUNGALOW,550000.0,188.0,13
TAMAN NUSA PERINTIS I,ISKANDAR PUTERI (NUSAJAYA),JOHOR,FREEHOLD,TERRACE HOUSE,550000.0,188.0,13
TAMAN BERTAM IMPIAN,TANJONG MINYAK,MELAKA,FREEHOLD,TERRACE HOUSE,270000.0,207.0,13
DESA PENGKALAN BERSATU,IPOH,PERAK,LEASEHOLD,TERRACE HOUSE,309800.0,241.0,13
TAMAN MAJU,BATU PAHAT,JOHOR,FREEHOLD,TERRACE HOUSE,365000.0,246.0,13
SEKSYEN 8,PETALING JAYA,SELANGOR,LEASEHOLD,SEMI D,600000.0,309.0,13
SEKSYEN 8,PETALING JAYA,SELANGOR,LEASEHOLD,TERRACE HOUSE,600000.0,309.0,13
TAMAN MENARA MAJU,KLANG,SELANGOR,FREEHOLD,TERRACE HOUSE,400000.0,253.0,13
TAMAN JATI,RAWANG,SELANGOR,LEASEHOLD,TERRACE HOUSE,300000.0,293.0,13
PERKAMPUNGAN SRI MAHKOTA AMAN,KUANTAN,PAHANG,FREEHOLD,TERRACE HOUSE,250000.0,156.0,13
TAMAN BENDAHARA,KUALA SELANGOR,SELANGOR,FREEHOLD,SEMI D,450000.0,215.0,13
TAMAN BENDAHARA,KUALA SELANGOR,SELANGOR,FREEHOLD,TERRACE HOUSE,450000.0,215.0,13
MEDAN LAHAT BARU,LAHAT,PERAK,LEASEHOLD,TERRACE HOUSE,288800.0,179.0,13
INDERA DUTA,KUANTAN,PAHANG,LEASEHOLD,TERRACE HOUSE,360000.0,227.0,13
TAMAN KOBENA,TAMPOI,JOHOR,LEASEHOLD,TERRACE HOUSE,330000.0,206.0,13
TAMAN SEGAR PERDANA,CHERAS,SELANGOR,LEASEHOLD,SEMI D,929000.0,550.0,13
TAMAN INDAH (SUNGAI UDANG),MASJID TANAH,MELAKA,LEASEHOLD,TERRACE HOUSE,300000.0,184.0,13
LUCKY GARDEN (JALAN BANGSAR),BANGSAR,KUALA LUMPUR,FREEHOLD,SEMI D,1270000.0,624.0,13
LUCKY GARDEN (JALAN BANGSAR),BANGSAR,KUALA LUMPUR,FREEHOLD,TERRACE HOUSE,1270000.0,624.0,13
TAMAN DELIMA,SITIAWAN,PERAK,FREEHOLD,TERRACE HOUSE,368800.0,180.0,13
TAMAN SEMARAK II,NILAI,NEGERI SEMBILAN,FREEHOLD,TERRACE HOUSE,300000.0,195.0,13
KAMPUNG CHERANG RUKU,CHERANG RUKU,KELANTAN,FREEHOLD,BUNGALOW,325000.0,61.0,13
KAMPUNG CHERANG RUKU,CHERANG RUKU,KELANTAN,FREEHOLD,TERRACE HOUSE,325000.0,61.0,13
TAMAN LANGAT MURNI APARTMENT,DENGKIL,SELANGOR,LEASEHOLD,APARTMENT,180000.0,224.0,13
GRACE RESIDENCE,JELUTONG,PENANG,FREEHOLD,CONDOMINIUM,780000.0,592.0,13
DESA SKUDAI APARTMENT,SKUDAI,JOHOR,FREEHOLD,APARTMENT,330000.0,281.0,13
FLAT PKNS SEKSYEN 8,SHAH ALAM,SELANGOR,LEASEHOLD,FLAT,170000.0,287.0,13
DESARIA VILLA,PUCHONG,SELANGOR,LEASEHOLD,CONDOMINIUM,220000.0,204.0,13
TROPICANA BAY RESIDENCES,BAYAN LEPAS,PENANG,FREEHOLD,CONDOMINIUM,595000.0,688.0,13
1120 PARK AVENUE,PETALING JAYA,SELANGOR,LEASEHOLD,CONDOMINIUM,430000.0,422.0,13
SERI JATI,SETIA ALAM,SELANGOR,FREEHOLD,APARTMENT,325000.0,397.0,13
D'CERRUM APARTMENT,SEMENYIH,SELANGOR,FREEHOLD,APARTMENT,290000.0,306.0,13
ATLANTIS RESIDENCES (PANGSAPURI ATLANTIS KOTA SYAHBANDAR),MELAKA CITY,MELAKA,LEASEHOLD,SERVICE RESIDENCE,330000.0,457.0,13
ATMOSFERA KONDOMINIUM,PUCHONG,SELANGOR,FREEHOLD,CONDOMINIUM,580000.0,406.0,13
ANDAMAN QUAYSIDE,TANJONG TOKONG,PENANG,FREEHOLD,CONDOMINIUM,1620000.0,1128.0,13
TAMAN SETIA BALAKONG,BALAKONG,SELANGOR,LEASEHOLD,FLAT,170000.0,231.0,13
"TAMAN DAYA - JALAN PINANG 3, 4",TEBRAU,JOHOR,FREEHOLD,FLAT,150000.0,258.0,13
SUBANG PERDANA GOODYEAR COURT 9,SUBANG JAYA,SELANGOR,FREEHOLD,APARTMENT,380000.0,373.0,13
KENANGA (PARK VIEW COURT),MELAKA CITY,MELAKA,FREEHOLD,APARTMENT,220000.0,230.0,13
NOVA SAUJANA,SAUJANA,SELANGOR,FREEHOLD,SERVICE RESIDENCE,530000.0,614.0,13
PUNCAK BANYAN,CHERAS,KUALA LUMPUR,FREEHOLD,CONDOMINIUM,328000.0,401.0,13
VISTA KIARA,MONT KIARA,KUALA LUMPUR,FREEHOLD,CONDOMINIUM,630000.0,452.0,13
VALENCIA APARTMENT,SHAH ALAM,SELANGOR,LEASEHOLD,APARTMENT,170000.0,179.0,13
PAN VISTA,PERMAS JAYA,JOHOR,FREEHOLD,APARTMENT,339000.0,331.0,13
LARKIN HEIGHTS,JOHOR BAHRU,JOHOR,LEASEHOLD,SERVICE RESIDENCE,388000.0,388.0,13
CASA TROPIKA,PUCHONG,SELANGOR,LEASEHOLD,CONDOMINIUM,495000.0,393.0,13
THE CLOVERS,BAYAN LEPAS,PENANG,FREEHOLD,CONDOMINIUM,620000.0,472.0,13
SRI ANGGERIK 1,PUCHONG,SELANGOR,FREEHOLD,APARTMENT,320000.0,407.0,13
JENTAYU RESIDENSI @ TAMPOI,JOHOR BAHRU,JOHOR,FREEHOLD,SERVICE RESIDENCE,370000.0,373.0,13
CASA RIA APARTMENT,RAWANG,SELANGOR,FREEHOLD,APARTMENT,210000.0,263.0,13
PANGSAPURI PERMAI PUTERI,AMPANG,SELANGOR,LEASEHOLD,APARTMENT,320000.0,372.0,13
PANDAN MEWAH,AMPANG,SELANGOR,LEASEHOLD,FLAT,190000.0,249.0,13
CASA IDAMAN,SENTUL,KUALA LUMPUR,LEASEHOLD,CONDOMINIUM,400000.0,394.0,13
TAMAN SAUJANA PUCHONG,PUCHONG,SELANGOR,LEASEHOLD,FLAT,105000.0,147.0,13
PELANGI DAMANSARA 1,BANDAR UTAMA,SELANGOR,LEASEHOLD,APARTMENT,460000.0,497.0,13
SERI RIANA RESIDENCE,WANGSA MAJU,KUALA LUMPUR,LEASEHOLD,CONDOMINIUM,1000000.0,584.0,13
VISTA MAGNA,KEPONG,KUALA LUMPUR,LEASEHOLD,APARTMENT,285000.0,331.0,13
ANJUNG HIJAU (GREENFIELDS),BUKIT JALIL,KUALA LUMPUR,FREEHOLD,APARTMENT,425000.0,429.0,13
TAMAN SERI SARI (SUNSHINE GARDEN),BUKIT JAMBUL,PENANG,FREEHOLD,APARTMENT,260000.0,371.0,13
KIARAVILLE,MONT KIARA,KUALA LUMPUR,FREEHOLD,CONDOMINIUM,1300000.0,667.0,13
THE NORTHSHORE GARDENS,DESA PARKCITY,KUALA LUMPUR,FREEHOLD,CONDOMINIUM,1620000.0,949.0,13
BEVERLY HILLS 1,KOTA KINABALU,SABAH,LEASEHOLD,APARTMENT,265000.0,352.0,13
BANDAR SULTAN SULEIMAN,PORT KLANG,SELANGOR,LEASEHOLD,FLAT,155000.0,203.0,13
MONT KIARA PINES,MONT KIARA,KUALA LUMPUR,FREEHOLD,CONDOMINIUM,695000.0,538.0,13
KETUMBAR HEIGHTS,CHERAS,KUALA LUMPUR,FREEHOLD,CONDOMINIUM,298000.0,344.0,13
SEASONS AMARA LARKIN,JOHOR BAHRU,JOHOR,LEASEHOLD,SERVICE RESIDENCE,400000.0,402.0,13
LIMAU MANIS,BUKIT MERTAJAM,PENANG,FREEHOLD,FLAT,150000.0,221.0,13
TAMAN DESA RAKYAT PERDANA,PASIR GUDANG,JOHOR,LEASEHOLD,FLAT,130000.0,183.0,13
JAZZ SUITES @ VIVACITY,KUCHING,SARAWAK,LEASEHOLD,CONDOMINIUM,650000.0,647.0,13
TAMAN INTAN BAIDURI,BATU CAVES,KUALA LUMPUR,LEASEHOLD,FLAT,130000.0,183.0,13
ICONIC SKIES,SUNGAI ARA,PENANG,FREEHOLD,CONDOMINIUM,830700.0,607.0,13
LOK KAWI HEIGHTS,PAPAR,SABAH,LEASEHOLD,APARTMENT,210000.0,269.0,13
IDAMAN IRIS,SUNGAI ARA,PENANG,FREEHOLD,APARTMENT,400000.0,453.0,13
ARENA GREEN,BUKIT JALIL,KUALA LUMPUR,FREEHOLD,APARTMENT,270000.0,366.0,13
AMAZING HEIGHTS,KLANG,SELANGOR,FREEHOLD,APARTMENT,280000.0,314.0,13
TAMAN SEMARAK II,NILAI,NEGERI SEMBILAN,FREEHOLD,FLAT,120000.0,177.0,13
PLAZA @ KELANA JAYA,PETALING JAYA,SELANGOR,FREEHOLD,SERVICE RESIDENCE,380000.0,841.0,13
FAIR VIEW APARTMENT,PERMAS JAYA,JOHOR,FREEHOLD,APARTMENT,360000.0,342.0,13
FLAT PKNS SECTION 7,SHAH ALAM,SELANGOR,LEASEHOLD,FLAT,230000.0,330.0,13
PANDORA @ TROPICANA METROPARK,SUBANG JAYA,SELANGOR,FREEHOLD,SERVICE RESIDENCE,510000.0,608.0,13
TAMAN IMPIAN EMAS,TEBRAU,JOHOR,FREEHOLD,FLAT,53000.0,77.0,13
TANJUNG COURT,AYER ITAM,PENANG,LEASEHOLD,APARTMENT,310000.0,394.0,13
BUKIT OUG CONDOMINIUMS,BUKIT JALIL,KUALA LUMPUR,FREEHOLD,CONDOMINIUM,320000.0,258.0,13
BANDAR BARU TAMBUN(TAMBUN PERMAI),TAMBUN,PERAK,LEASEHOLD,TERRACE HOUSE,427500.0,273.0,12
TAMAN RIMBA EMAS,MENTAKAB,PAHANG,FREEHOLD,SEMI D,397900.0,139.0,12
TAMAN RIMBA EMAS,MENTAKAB,PAHANG,FREEHOLD,TERRACE HOUSE,397900.0,139.0,12
TAMAN SEMARAK MEGAH,TAWAU,SABAH,LEASEHOLD,TERRACE HOUSE,365000.0,250.0,12
BANDAR AMANJAYA (ZON SEROJA),SUNGAI PETANI,KEDAH,FREEHOLD,TERRACE HOUSE,220000.0,180.0,12
TAMAN NAKHODA,TELOK PANGLIMA GARANG,SELANGOR,FREEHOLD,TERRACE HOUSE,455000.0,324.0,12
SS26 TAMAN MAYANG JAYA,PETALING JAYA,SELANGOR,FREEHOLD,TERRACE HOUSE,825000.0,610.0,12
SS20 DAMANSARA UTAMA,PETALING JAYA,SELANGOR,FREEHOLD,TERRACE HOUSE,1190000.0,687.0,12
SS15,SUBANG JAYA,SELANGOR,FREEHOLD,TERRACE HOUSE,922500.0,508.0,12
TAMAN KINDING FLORA,IPOH,PERAK,LEASEHOLD,CLUSTER HOUSE,252500.0,192.0,12
DATO' AHMAD SAID,IPOH,PERAK,FREEHOLD,TERRACE HOUSE,309550.0,213.0,12
TAMAN HUI SING,KUCHING,SARAWAK,LEASEHOLD,TERRACE HOUSE,722500.0,254.0,12
TAMAN KLEBANG EHSAN,IPOH,PERAK,LEASEHOLD,BUNGALOW,328800.0,145.0,12
TAMAN KLEBANG EHSAN,IPOH,PERAK,LEASEHOLD,SEMI D,328800.0,145.0,12
DESA BUKIT BERLIAN,KAPAR,SELANGOR,LEASEHOLD,SEMI D,446635.0,272.0,12
DESA BUKIT BERLIAN,KAPAR,SELANGOR,LEASEHOLD,TERRACE HOUSE,446635.0,272.0,12
TAMAN PANDAMARAN PERMAI/KOTA PENDAMAR,KLANG,SELANGOR,FREEHOLD,TERRACE HOUSE,420000.0,312.0,12
TAMAN AMANSARA (AMANSARA SOUTH),KEPALA BATAS,PENANG,FREEHOLD,TERRACE HOUSE,481287.0,268.0,12
TAMAN DESA ANGGERIK (PUTRA NILAI),NILAI,NEGERI SEMBILAN,FREEHOLD,TERRACE HOUSE,345000.0,193.0,12
RAINTREE PARK2,SUNGAI BAKAP,PENANG,FREEHOLD,SEMI D,526500.0,321.0,12
RAINTREE PARK2,SUNGAI BAKAP,PENANG,FREEHOLD,TERRACE HOUSE,526500.0,321.0,12
RAINTREE PARK2,SUNGAI BAKAP,PENANG,FREEHOLD,TOWN HOUSE,526500.0,321.0,12
1 TANJUNG,IPOH,PERAK,FREEHOLD,TERRACE HOUSE,298880.0,194.0,12
"TAMAN BUKIT MUTIARA, MK. LABIS",LABIS,JOHOR,FREEHOLD,TERRACE HOUSE,344000.0,204.0,12
GEBENG RESIDENCE (P/L PT 25173),SUNGAI KARANG,PAHANG,LEASEHOLD,TERRACE HOUSE,238000.0,169.0,12
MEDAN LAPANGAN CYBER,IPOH,PERAK,LEASEHOLD,TERRACE HOUSE,434500.0,263.0,12
MEDAN LAPANGAN CYBER,IPOH,PERAK,LEASEHOLD,TOWN HOUSE,434500.0,263.0,12
TAMAN ALAMANDA,KUALA KANGSAR,PERAK,FREEHOLD,TERRACE HOUSE,269800.0,203.0,12
TAMAN SRI ANDALAS (P/L 1014),KLANG,SELANGOR,FREEHOLD,TERRACE HOUSE,620000.0,515.0,12
"LOT 5330, GURNEY",SITIAWAN,PERAK,FREEHOLD,SEMI D,628000.0,210.0,12
TAMAN PGBF FELDA PASOH 1,SIMPANG PERTANG,NEGERI SEMBILAN,LEASEHOLD,TERRACE HOUSE,90000.0,64.0,12
TAMAN SERI DAGANG 1,BANTING,SELANGOR,FREEHOLD,TERRACE HOUSE,390900.0,273.0,12
TAMAN BAYU PELANGI,SUNGAI LALANG,KEDAH,FREEHOLD,SEMI D,269800.0,188.0,12
TAMAN BAYU PELANGI,SUNGAI LALANG,KEDAH,FREEHOLD,TERRACE HOUSE,269800.0,188.0,12
VISTA IXORA,IPOH,PERAK,LEASEHOLD,TERRACE HOUSE,398380.0,296.0,12
LAMAN PERMATA,TEBRAU,JOHOR,FREEHOLD,TERRACE HOUSE,788800.0,563.0,12
LEX LIVING,IPOH,PERAK,FREEHOLD,TERRACE HOUSE,568880.0,323.0,12
TAMAN DESA TEKKAH SENTOSA,TAIPING,PERAK,LEASEHOLD,TERRACE HOUSE,468800.0,367.0,12
TAMAN MANGGIS JAYA,BANTING,SELANGOR,FREEHOLD,SEMI D,442500.0,270.0,12
TAMAN MANGGIS JAYA,BANTING,SELANGOR,FREEHOLD,TERRACE HOUSE,442500.0,270.0,12
TAMAN PENAGA,PENAGA,PENANG,FREEHOLD,SEMI D,237500.0,204.0,12
TAMAN PENAGA,PENAGA,PENANG,FREEHOLD,TERRACE HOUSE,237500.0,204.0,12
BANDAR BARU SUNGAI UDANG,SUNGAI UDANG,MELAKA,LEASEHOLD,TERRACE HOUSE,310000.0,193.0,12
TAMAN SRI RAMPAI,WANGSA MAJU,KUALA LUMPUR,FREEHOLD,TERRACE HOUSE,505000.0,566.0,12
R.P.R RANGAU,LIMBANG,SARAWAK,FREEHOLD,TERRACE HOUSE,80000.0,74.0,12
DESA ARA,SUNGAI ARA,PENANG,FREEHOLD,TERRACE HOUSE,815000.0,484.0,12
TAMAN BERSATU (GELONG),JITRA,KEDAH,FREEHOLD,TERRACE HOUSE,200000.0,185.0,12
TAMAN SONG CHOON,IPOH,PERAK,LEASEHOLD,TERRACE HOUSE,237500.0,190.0,12
TAMAN MUTIARA GADING (TR 277),BATU PAHAT,JOHOR,FREEHOLD,TERRACE HOUSE,495805.0,354.0,12
MERLIN GARDEN,KOTA SAMARAHAN,SARAWAK,LEASEHOLD,TERRACE HOUSE,571500.0,263.0,12
TAMAN PLENTONG BARU,MASAI,JOHOR,FREEHOLD,TERRACE HOUSE,295000.0,341.0,12
TAMAN KLEBANG BAYU,IPOH,PERAK,FREEHOLD,TERRACE HOUSE,380400.0,229.0,12
TAMAN KERUING,BATANG KALI,SELANGOR,LEASEHOLD,TERRACE HOUSE,300000.0,198.0,12
TAMAN KHAZANAH INDAH,LAHAD DATU,SABAH,LEASEHOLD,TERRACE HOUSE,250000.0,152.0,12
TAMAN SETIA RESIDEN,SITIAWAN,PERAK,FREEHOLD,SEMI D,499000.0,251.0,12
TAMAN SETIA RESIDEN,SITIAWAN,PERAK,FREEHOLD,TERRACE HOUSE,499000.0,251.0,12
TAMAN RIA FASA 1,PADANG SERAI,KEDAH,FREEHOLD,TERRACE HOUSE,262500.0,182.0,12
SUNGAI ISAP DAMAI,KUANTAN,PAHANG,LEASEHOLD,BUNGALOW,260000.0,65.0,12
SUNGAI ISAP DAMAI,KUANTAN,PAHANG,LEASEHOLD,SEMI D,260000.0,65.0,12
TAMAN ISKANDAR,JOHOR BAHRU,JOHOR,FREEHOLD,BUNGALOW,744000.0,257.0,12
TAMAN ISKANDAR,JOHOR BAHRU,JOHOR,FREEHOLD,SEMI D,744000.0,257.0,12
TAMAN ISKANDAR,JOHOR BAHRU,JOHOR,FREEHOLD,TERRACE HOUSE,744000.0,257.0,12
ALAMANDA PARKLAND,SERENDAH,SELANGOR,FREEHOLD,TERRACE HOUSE,475000.0,397.0,12
HORIZON RESIDENCE @ BUKIT INDAH,ISKANDAR PUTERI (NUSAJAYA),JOHOR,FREEHOLD,TERRACE HOUSE,850000.0,451.0,12
PER.SRI. MAHKOTA JAYA (T.WIRA JAYA),KUANTAN,PAHANG,FREEHOLD,TERRACE HOUSE,160000.0,229.0,12
TAMAN VISTA JAYA,PORT DICKSON,NEGERI SEMBILAN,LEASEHOLD,TERRACE HOUSE,175000.0,140.0,12
TAMAN MANJUNG POINT SEKSYEN 2(PL 12194),LUMUT,PERAK,FREEHOLD,SEMI D,300000.0,238.0,12
TAMAN MANJUNG POINT SEKSYEN 2(PL 12194),LUMUT,PERAK,FREEHOLD,TERRACE HOUSE,300000.0,238.0,12
KB JINJANG UTARA,JINJANG,KUALA LUMPUR,LEASEHOLD,BUNGALOW,675000.0,207.0,12
KB JINJANG UTARA,JINJANG,KUALA LUMPUR,LEASEHOLD,SEMI D,675000.0,207.0,12
"TAMAN LEKIR DAMAI, KAMPUNG KOH",SITIAWAN,PERAK,FREEHOLD,TERRACE HOUSE,279400.0,178.0,12
TAMAN KASAWARI,DURIAN TUNGGAL,MELAKA,FREEHOLD,TERRACE HOUSE,413000.0,244.0,12
TAMAN KASAWARI,DURIAN TUNGGAL,MELAKA,FREEHOLD,TOWN HOUSE,413000.0,244.0,12
TAMAN SRI JAYA (SUNGAI PELIK),SEPANG,SELANGOR,FREEHOLD,TERRACE HOUSE,598000.0,301.0,12
TAMAN SENDAYAN INDAH,BANDAR SRI SENDAYAN,NEGERI SEMBILAN,FREEHOLD,TERRACE HOUSE,271000.0,188.0,12
KAMPUNG MAK CHILI,KEMAMAN,TERENGGANU,FREEHOLD,BUNGALOW,330000.0,115.0,12
KAMPUNG MAK CHILI,KEMAMAN,TERENGGANU,FREEHOLD,SEMI D,330000.0,115.0,12
DESA SEJIJAK,KUCHING,SARAWAK,LEASEHOLD,TERRACE HOUSE,176050.0,166.0,12
SHAH ALAM UTAMA,SHAH ALAM,SELANGOR,LEASEHOLD,TERRACE HOUSE,1073250.0,560.0,12
TAMAN SRI BAHAGIA,CHERAS,SELANGOR,FREEHOLD,TERRACE HOUSE,561000.0,447.0,12
TAMAN MELAKA BARU,BATU BERENDAM,MELAKA,LEASEHOLD,TERRACE HOUSE,300000.0,202.0,12
TAMAN MERDEKA FASA 1D,BATU BERENDAM,MELAKA,LEASEHOLD,TERRACE HOUSE,275000.0,232.0,12
TAMAN SINAR MENTARI,BEDONG,KEDAH,FREEHOLD,TERRACE HOUSE,235000.0,149.0,12
TAMAN DELIMA,KLUANG,JOHOR,FREEHOLD,BUNGALOW,360000.0,153.0,12
TAMAN DELIMA,KLUANG,JOHOR,FREEHOLD,SEMI D,360000.0,153.0,12
TAMAN DELIMA,KLUANG,JOHOR,FREEHOLD,TERRACE HOUSE,360000.0,153.0,12
"TAMAN SRI MAS, BIDOR",BIDOR,PERAK,LEASEHOLD,TERRACE HOUSE,300000.0,194.0,12
TAMAN MURNI,BATU PAHAT,JOHOR,FREEHOLD,TERRACE HOUSE,327500.0,233.0,12
TAMAN SRI CENDEKIA (TAMAN CONNAUGHT),CHERAS,KUALA LUMPUR,LEASEHOLD,TERRACE HOUSE,705000.0,370.0,12
TAMAN DESA PAKATAN,IPOH,PERAK,LEASEHOLD,TERRACE HOUSE,188500.0,216.0,12
TAMAN TELUK GEDUNG INDAH,KLANG,SELANGOR,LEASEHOLD,TERRACE HOUSE,382500.0,286.0,12
TAMAN SRI SERDANG,KEPALA BATAS,PENANG,FREEHOLD,BUNGALOW,425000.0,236.0,12
TAMAN SRI SERDANG,KEPALA BATAS,PENANG,FREEHOLD,TERRACE HOUSE,425000.0,236.0,12
TAMAN GARING UTAMA,RAWANG,SELANGOR,LEASEHOLD,TERRACE HOUSE,350000.0,248.0,12
TAMAN SRI JAYA,BATU PAHAT,JOHOR,FREEHOLD,TERRACE HOUSE,301500.0,201.0,12
TAMAN BUKIT,BUKIT MERTAJAM,PENANG,FREEHOLD,SEMI D,620000.0,248.0,12
TAMAN SERI IMPIAN,BUKIT MERTAJAM,PENANG,FREEHOLD,TERRACE HOUSE,589000.0,405.0,12
TAMAN BUKIT PANCHOR,NIBONG TEBAL,PENANG,FREEHOLD,TERRACE HOUSE,374160.0,299.0,12
TAMAN CEMPAKA INDAH (PEC LOT 8029),TRIANG,PAHANG,FREEHOLD,TERRACE HOUSE,288000.0,139.0,12
TAMAN KOPERASI MUHIBBAH,KLUANG,JOHOR,FREEHOLD,TERRACE HOUSE,180000.0,182.0,12
TAMAN MERU MAKMUR,KAPAR,SELANGOR,FREEHOLD,SEMI D,543000.0,232.0,12
TAMAN MERU MAKMUR,KAPAR,SELANGOR,FREEHOLD,TERRACE HOUSE,543000.0,232.0,12
ECO SANCTUARY,TANJONG DUABELAS,SELANGOR,LEASEHOLD,BUNGALOW,2161500.0,590.0,12
ECO SANCTUARY,TANJONG DUABELAS,SELANGOR,LEASEHOLD,SEMI D,1838000.0,590.0,12
ECO SANCTUARY,TANJONG DUABELAS,SELANGOR,LEASEHOLD,TERRACE HOUSE,1526237.5,590.0,12
TAMAN BUKIT EMAS,SUNGEI PETAI,MELAKA,FREEHOLD,TERRACE HOUSE,252500.0,160.0,12
TAMAN BUKIT SERINDIT,MELAKA CITY,MELAKA,FREEHOLD,BUNGALOW,392500.0,219.0,12
TAMAN BUKIT SERINDIT,MELAKA CITY,MELAKA,FREEHOLD,SEMI D,392500.0,219.0,12
TAMAN RASAH JAYA I,RASAH,NEGERI SEMBILAN,FREEHOLD,TERRACE HOUSE,300000.0,202.0,12
TAMAN AMPANGAN,PAROI,NEGERI SEMBILAN,FREEHOLD,SEMI D,230000.0,145.0,12
TAMAN AMPANGAN,PAROI,NEGERI SEMBILAN,FREEHOLD,TERRACE HOUSE,230000.0,145.0,12
TAMAN ARKID,MENGLEMBU,PERAK,LEASEHOLD,TERRACE HOUSE,250000.0,239.0,12
TAMAN DESA,KLUANG,JOHOR,FREEHOLD,SEMI D,215000.0,167.0,12
TAMAN DESA,KLUANG,JOHOR,FREEHOLD,TERRACE HOUSE,215000.0,167.0,12
BANDAR BARU WANGSA MAJU,WANGSA MAJU,KUALA LUMPUR,LEASEHOLD,TERRACE HOUSE,840000.0,428.0,12
TAMAN PUTERI GUNUNG,SIMPANG AMPAT,PENANG,FREEHOLD,TERRACE HOUSE,275000.0,219.0,12
TAMAN SRI BAKRI III,MUAR,JOHOR,FREEHOLD,TERRACE HOUSE,394000.0,243.0,12
NUSAVILLA,ISKANDAR PUTERI (NUSAJAYA),JOHOR,FREEHOLD,TOWN HOUSE,500000.0,320.0,12
TAMAN PENAGA PERMAI,PENAGA,PENANG,FREEHOLD,SEMI D,350000.0,245.0,12
TAMAN PENAGA PERMAI,PENAGA,PENANG,FREEHOLD,TERRACE HOUSE,350000.0,245.0,12
TAMAN PENAGA PERMAI,PENAGA,PENANG,FREEHOLD,TOWN HOUSE,350000.0,245.0,12
TAMAN PUTRA,AMPANG,SELANGOR,LEASEHOLD,SEMI D,420000.0,507.0,12
TAMAN PUTRA,AMPANG,SELANGOR,LEASEHOLD,TERRACE HOUSE,420000.0,507.0,12
TAMAN BUKIT PASIR,BATU PAHAT,JOHOR,FREEHOLD,TERRACE HOUSE,300000.0,195.0,12
NADA 3 @ NADA ALAM,MANTIN,NEGERI SEMBILAN,FREEHOLD,TERRACE HOUSE,960000.0,464.0,12
TAMAN BERTEK,KLANG,SELANGOR,FREEHOLD,TERRACE HOUSE,866000.0,352.0,12
TAMAN BUKIT KAYA,BUKIT KEPAYANG,NEGERI SEMBILAN,FREEHOLD,TERRACE HOUSE,300000.0,151.0,12
TAMAN KOPERASI CUEPACS,CHERAS,SELANGOR,FREEHOLD,TERRACE HOUSE,390000.0,376.0,12
SEKSYEN 21-28 BANDAR KLANG,KLANG,SELANGOR,FREEHOLD,SEMI D,625000.0,347.0,12
SEKSYEN 21-28 BANDAR KLANG,KLANG,SELANGOR,FREEHOLD,TERRACE HOUSE,625000.0,347.0,12
TAMAN TELUK VILLA,PENAMPANG,SABAH,LEASEHOLD,TERRACE HOUSE,432500.0,256.0,12
TAMAN SEJATI INDAH FASA 3B,SUNGAI PETANI,KEDAH,FREEHOLD,TERRACE HOUSE,265000.0,204.0,12
TAMAN TAN SRI YAACOB,SKUDAI,JOHOR,FREEHOLD,TERRACE HOUSE,400000.0,495.0,12
TAMAN ASA JAYA,KAJANG,SELANGOR,FREEHOLD,TERRACE HOUSE,485000.0,389.0,12
TAMAN JUMBO,PENAMPANG,SABAH,LEASEHOLD,TERRACE HOUSE,350000.0,390.0,12
TAMAN SERI JAROMAS,JENJAROM,SELANGOR,FREEHOLD,SEMI D,790000.0,272.0,12
TAMAN SERI JAROMAS,JENJAROM,SELANGOR,FREEHOLD,TERRACE HOUSE,790000.0,272.0,12
SRI AWANA,SKUDAI,JOHOR,FREEHOLD,TOWN HOUSE,280000.0,274.0,12
DESA BAIDURI,AYER ITAM,PENANG,LEASEHOLD,FLAT,190000.0,309.0,12
CRYSTAL CREEK RESORT,TAIPING,PERAK,FREEHOLD,CONDOMINIUM,300000.0,220.0,12
TAMAN SRI CAHAYA,KUCHING,SARAWAK,LEASEHOLD,APARTMENT,65500.0,139.0,12
TAMAN SRI CAHAYA,KUCHING,SARAWAK,LEASEHOLD,FLAT,65500.0,139.0,12
APARTMENT SERI TELUKI,HULU SELANGOR,SELANGOR,FREEHOLD,FLAT,150000.0,192.0,12
MONT KIARA AMAN,MONT KIARA,KUALA LUMPUR,FREEHOLD,CONDOMINIUM,1475000.0,650.0,12
PLATINUM LAKE PV 12,SETAPAK,KUALA LUMPUR,LEASEHOLD,CONDOMINIUM,475000.0,381.0,12
IDAMAN LAVENDER 3,SUNGAI ARA,PENANG,FREEHOLD,APARTMENT,340000.0,452.0,12
PARADISO NUOVA (MERAK KAYANGAN),ISKANDAR PUTERI (NUSAJAYA),JOHOR,FREEHOLD,CONDOMINIUM,708000.0,485.0,12
